Name,Age,Nationality,Position,Team,Game Position,Star Rating,"Helper Cells
IGNORE",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Stopping,Claiming,Distribution,Shooting,Dribbling,Passing,Defence,Unnamed: 21,Stopping.1,Claiming.1,Distribution.1,Shooting.1,Dribbling.1,Passing.1,Defence.1,Unnamed: 29,Stopping.2,Claiming.2,Distribution.2,Shooting.2,Dribbling.2,Passing.2,Defence.2,Unnamed: 37,Stopping.3,Claiming.3,Distribution.3,Shooting.3,Dribbling.3,Passing.3,Defence.3,Unnamed: 45,Stopping.4,Claiming.4,Distribution.4,Shooting.4,Dribbling.4,Passing.4,Defence.4,Photos,Unnamed: 54,OPTA ID,Team Badge,"Concatenate Name with "".png""","double checking if name match with image name (1 = yes, 0 = no)",MetadataCommon,MetadataUncommon,MetadataRare,MetadataUltra Rare,MetadataLegendary,ImageCommon,ImageUncommon,ImageRare,ImageUltra Rare,ImageLegendary
Jose Angel Carmona Navarro,22,Spain,Right-Back,SEVILLA FC,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Jose Angel Carmona Navarro.png,,6jq376l673aizjxxhhos2j52i,Sevilla.png,Jose Angel Carmona Navarro.png,1,https://players.gameon.app/laliga/season/metadata/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Common_0.json,https://players.gameon.app/laliga/season/metadata/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Legendary_0.json,https://players.gameon.app/laliga/season/images/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Common_0.png,https://players.gameon.app/laliga/season/images/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Rare_0.png,https://players.gameon.app/laliga/season/images/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Jose Angel Carmona Navarro/Jose Angel Carmona Navarro_Legendary_0.png
Juan Luis Sanchez Velasco,21,Spain,Right-Back,SEVILLA FC,Defence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.15,1.55,1.55,1.65,,1.0,1.0,1.0,1.25,1.65,1.65,1.75,,1.0,1.0,1.0,1.4,1.8,1.8,1.9,,1.0,1.0,1.0,1.6,2.0,2.0,2.1,,1.0,1.0,1.0,1.85,2.25,2.25,2.35,Juan Luis Sanchez Velasco.png,,7j2h7bq14b9n6xephp8vchfu2,Sevilla.png,Juan Luis Sanchez Velasco.png,1,https://players.gameon.app/laliga/season/metadata/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Common_0.json,https://players.gameon.app/laliga/season/metadata/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Legendary_0.json,https://players.gameon.app/laliga/season/images/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Common_0.png,https://players.gameon.app/laliga/season/images/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Rare_0.png,https://players.gameon.app/laliga/season/images/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Juan Luis Sanchez Velasco/Juan Luis Sanchez Velasco_Legendary_0.png
Kelechi Promise Iheanacho,27,Nigeria,Centre-Forward,SEVILLA FC,Offence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.65,1.45,1.4,1.15,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.9,1.7,1.65,1.4,,1.0,1.0,1.0,2.1,1.9,1.85,1.6,,1.0,1.0,1.0,2.35,2.15,2.1,1.85,Kelechi Promise Iheanacho.png,,51xwrb0qit04oz9x01p2gghjp,Sevilla.png,Kelechi Promise Iheanacho.png,1,https://players.gameon.app/laliga/season/metadata/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Common_0.json,https://players.gameon.app/laliga/season/metadata/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Legendary_0.json,https://players.gameon.app/laliga/season/images/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Common_0.png,https://players.gameon.app/laliga/season/images/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Rare_0.png,https://players.gameon.app/laliga/season/images/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Kelechi Promise Iheanacho/Kelechi Promise Iheanacho_Legendary_0.png
Loic Seri Bade,24,France,Centre-Back,SEVILLA FC,Defence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.15,1.55,1.55,1.65,,1.0,1.0,1.0,1.25,1.65,1.65,1.75,,1.0,1.0,1.0,1.4,1.8,1.8,1.9,,1.0,1.0,1.0,1.6,2.0,2.0,2.1,,1.0,1.0,1.0,1.85,2.25,2.25,2.35,Loic Seri Bade.png,,rlgrvvibryod2g92hqc97ii2,Sevilla.png,Loic Seri Bade.png,1,https://players.gameon.app/laliga/season/metadata/Loic Seri Bade/Loic Seri Bade_Common_0.json,https://players.gameon.app/laliga/season/metadata/Loic Seri Bade/Loic Seri Bade_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Loic Seri Bade/Loic Seri Bade_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Loic Seri Bade/Loic Seri Bade_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Loic Seri Bade/Loic Seri Bade_Legendary_0.json,https://players.gameon.app/laliga/season/images/Loic Seri Bade/Loic Seri Bade_Common_0.png,https://players.gameon.app/laliga/season/images/Loic Seri Bade/Loic Seri Bade_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Loic Seri Bade/Loic Seri Bade_Rare_0.png,https://players.gameon.app/laliga/season/images/Loic Seri Bade/Loic Seri Bade_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Loic Seri Bade/Loic Seri Bade_Legendary_0.png
Lucien Jefferson Agoume,22,France,Defensive Midfield,SEVILLA FC,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Lucien Jefferson Agoume.png,,c8mp2wwwyvy930vfjnivg2hre,Sevilla.png,Lucien Jefferson Agoume.png,1,https://players.gameon.app/laliga/season/metadata/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Common_0.json,https://players.gameon.app/laliga/season/metadata/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Legendary_0.json,https://players.gameon.app/laliga/season/images/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Common_0.png,https://players.gameon.app/laliga/season/images/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Rare_0.png,https://players.gameon.app/laliga/season/images/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Lucien Jefferson Agoume/Lucien Jefferson Agoume_Legendary_0.png
Manuel Bueno Sebastian,20,Spain,Central Midfield,SEVILLA FC,Midfield,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.25,1.5,1.5,1.25,,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.7,1.95,1.95,1.7,,1.0,1.0,1.0,1.95,2.2,2.2,1.95,Manuel Bueno Sebastian.png,,35i9zcb2szve0ydjga9qnj384,Sevilla.png,Manuel Bueno Sebastian.png,1,https://players.gameon.app/laliga/season/metadata/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Common_0.json,https://players.gameon.app/laliga/season/metadata/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Legendary_0.json,https://players.gameon.app/laliga/season/images/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Common_0.png,https://players.gameon.app/laliga/season/images/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Rare_0.png,https://players.gameon.app/laliga/season/images/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Manuel Bueno Sebastian/Manuel Bueno Sebastian_Legendary_0.png
Marcos Do Nascimento Teixeira,28,Brazil,Centre-Back,SEVILLA FC,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Marcos Do Nascimento Teixeira.png,,1ghrcpi1cl0koh36puwblbfmd,Sevilla.png,Marcos Do Nascimento Teixeira.png,1,https://players.gameon.app/laliga/season/metadata/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Common_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Legendary_0.json,https://players.gameon.app/laliga/season/images/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Common_0.png,https://players.gameon.app/laliga/season/images/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Rare_0.png,https://players.gameon.app/laliga/season/images/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Marcos Do Nascimento Teixeira/Marcos Do Nascimento Teixeira_Legendary_0.png
Mohameth Djibril Ibrahima Sow,27,Switzerland,Central Midfield,SEVILLA FC,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Mohameth Djibril Ibrahima Sow.png,,7cdiijsvnfc7tafy0zkf4uz9,Sevilla.png,Mohameth Djibril Ibrahima Sow.png,1,https://players.gameon.app/laliga/season/metadata/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Common_0.json,https://players.gameon.app/laliga/season/metadata/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Legendary_0.json,https://players.gameon.app/laliga/season/images/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Common_0.png,https://players.gameon.app/laliga/season/images/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Rare_0.png,https://players.gameon.app/laliga/season/images/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Mohameth Djibril Ibrahima Sow/Mohameth Djibril Ibrahima Sow_Legendary_0.png
Nemanja Gudelj,32,Serbia,Centre-Back,SEVILLA FC,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Nemanja Gudelj.png,,6vvwhgic29fekmmj2cg62ytp1,Sevilla.png,Nemanja Gudelj.png,1,https://players.gameon.app/laliga/season/metadata/Nemanja Gudelj/Nemanja Gudelj_Common_0.json,https://players.gameon.app/laliga/season/metadata/Nemanja Gudelj/Nemanja Gudelj_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Nemanja Gudelj/Nemanja Gudelj_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Nemanja Gudelj/Nemanja Gudelj_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Nemanja Gudelj/Nemanja Gudelj_Legendary_0.json,https://players.gameon.app/laliga/season/images/Nemanja Gudelj/Nemanja Gudelj_Common_0.png,https://players.gameon.app/laliga/season/images/Nemanja Gudelj/Nemanja Gudelj_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Nemanja Gudelj/Nemanja Gudelj_Rare_0.png,https://players.gameon.app/laliga/season/images/Nemanja Gudelj/Nemanja Gudelj_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Nemanja Gudelj/Nemanja Gudelj_Legendary_0.png
Orjan Haskjold Nyland,34,Norway,Goalkeeper,SEVILLA FC,GK,2,1.75,1.5,2.5,,,,,2.0,1.75,2.75,1.0,1.0,1.0,1.0,,2.2,1.95,2.95,1.0,1.0,1.0,1.0,,2.4,2.15,3.15,1.0,1.0,1.0,1.0,,2.7,2.45,3.45,1.0,1.0,1.0,1.0,,3.1,2.85,3.85,1.0,1.0,1.0,1.0,Orjan Haskjold Nyland.png,,cfc7fqq748bz3nklfam2a2fp,Sevilla.png,Orjan Haskjold Nyland.png,1,https://players.gameon.app/laliga/season/metadata/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Common_0.json,https://players.gameon.app/laliga/season/metadata/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Legendary_0.json,https://players.gameon.app/laliga/season/images/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Common_0.png,https://players.gameon.app/laliga/season/images/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Rare_0.png,https://players.gameon.app/laliga/season/images/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Orjan Haskjold Nyland/Orjan Haskjold Nyland_Legendary_0.png
Pedro Ortiz Bernat,24,Spain,Central Midfield,SEVILLA FC,Midfield,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.25,1.5,1.5,1.25,,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.7,1.95,1.95,1.7,,1.0,1.0,1.0,1.95,2.2,2.2,1.95,Pedro Ortiz Bernat.png,,alz3emnuh5bnaa64oia9pgsq2,Sevilla.png,Pedro Ortiz Bernat.png,1,https://players.gameon.app/laliga/season/metadata/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Common_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Legendary_0.json,https://players.gameon.app/laliga/season/images/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Common_0.png,https://players.gameon.app/laliga/season/images/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Rare_0.png,https://players.gameon.app/laliga/season/images/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Pedro Ortiz Bernat/Pedro Ortiz Bernat_Legendary_0.png
Saul Niguez Esclapez,29,Spain,Central Midfield,SEVILLA FC,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Saul Niguez Esclapez.png,,40h47dhimsmeiury61w1ourx1,Sevilla.png,Saul Niguez Esclapez.png,1,https://players.gameon.app/laliga/season/metadata/Saul Niguez Esclapez/Saul Niguez Esclapez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Saul Niguez Esclapez/Saul Niguez Esclapez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Saul Niguez Esclapez/Saul Niguez Esclapez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Saul Niguez Esclapez/Saul Niguez Esclapez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Saul Niguez Esclapez/Saul Niguez Esclapez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Saul Niguez Esclapez/Saul Niguez Esclapez_Common_0.png,https://players.gameon.app/laliga/season/images/Saul Niguez Esclapez/Saul Niguez Esclapez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Saul Niguez Esclapez/Saul Niguez Esclapez_Rare_0.png,https://players.gameon.app/laliga/season/images/Saul Niguez Esclapez/Saul Niguez Esclapez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Saul Niguez Esclapez/Saul Niguez Esclapez_Legendary_0.png
Tanguy-Austin Nianzou Kouassi,22,France,Centre-Back,SEVILLA FC,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Tanguy-Austin Nianzou Kouassi.png,,2lwjtphx3bkjty9sds520l1ey,Sevilla.png,Tanguy-Austin Nianzou Kouassi.png,1,https://players.gameon.app/laliga/season/metadata/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Common_0.json,https://players.gameon.app/laliga/season/metadata/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Legendary_0.json,https://players.gameon.app/laliga/season/images/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Common_0.png,https://players.gameon.app/laliga/season/images/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Rare_0.png,https://players.gameon.app/laliga/season/images/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Tanguy-Austin Nianzou Kouassi/Tanguy-Austin Nianzou Kouassi_Legendary_0.png
Valentin Barco,20,Argentina,Left-Back,SEVILLA FC,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Valentin Barco.png,,1au9xpmimbyr1jceidcy6v7kk,Sevilla.png,Valentin Barco.png,1,https://players.gameon.app/laliga/season/metadata/Valentin Barco/Valentin Barco_Common_0.json,https://players.gameon.app/laliga/season/metadata/Valentin Barco/Valentin Barco_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Valentin Barco/Valentin Barco_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Valentin Barco/Valentin Barco_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Valentin Barco/Valentin Barco_Legendary_0.json,https://players.gameon.app/laliga/season/images/Valentin Barco/Valentin Barco_Common_0.png,https://players.gameon.app/laliga/season/images/Valentin Barco/Valentin Barco_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Valentin Barco/Valentin Barco_Rare_0.png,https://players.gameon.app/laliga/season/images/Valentin Barco/Valentin Barco_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Valentin Barco/Valentin Barco_Legendary_0.png
Adnan Januzaj,29,Belgium,Right Winger,UD LAS PALMAS,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Adnan Januzaj.png,,7atmb373dynu9s9gnl613ox5h,Las Palmas.png,Adnan Januzaj.png,1,https://players.gameon.app/laliga/season/metadata/Adnan Januzaj/Adnan Januzaj_Common_0.json,https://players.gameon.app/laliga/season/metadata/Adnan Januzaj/Adnan Januzaj_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Adnan Januzaj/Adnan Januzaj_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Adnan Januzaj/Adnan Januzaj_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Adnan Januzaj/Adnan Januzaj_Legendary_0.json,https://players.gameon.app/laliga/season/images/Adnan Januzaj/Adnan Januzaj_Common_0.png,https://players.gameon.app/laliga/season/images/Adnan Januzaj/Adnan Januzaj_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Adnan Januzaj/Adnan Januzaj_Rare_0.png,https://players.gameon.app/laliga/season/images/Adnan Januzaj/Adnan Januzaj_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Adnan Januzaj/Adnan Januzaj_Legendary_0.png
Alberto Moleiro Gonzalez,20,Spain,Attacking Midfield,UD LAS PALMAS,Midfield,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.4,1.65,1.65,1.4,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.65,1.9,1.9,1.65,,1.0,1.0,1.0,1.85,2.1,2.1,1.85,,1.0,1.0,1.0,2.1,2.35,2.35,2.1,Alberto Moleiro Gonzalez.png,,1qkneebzln8byl9td2aswznmy,Las Palmas.png,Alberto Moleiro Gonzalez.png,1,https://players.gameon.app/laliga/season/metadata/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Common_0.png,https://players.gameon.app/laliga/season/images/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Rare_0.png,https://players.gameon.app/laliga/season/images/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Alberto Moleiro Gonzalez/Alberto Moleiro Gonzalez_Legendary_0.png
